"SECS","KM","CAD","HR","ID","PACE","WATTS","LRBALANCE","LTE","RTE","LPS","RPS","LPPB","RPPB","LPPE","RPPE","LPPPB","RPPPB","LPPPE","RPPPE","ALT","LAT","LON","SLOPE","RVERT","RCON","TEMP","KPH"
32,0.14099,89,134,"2026-04-18_HQLNR",3.72106869092803,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.6,43.585527876,-79.753486011,4.32495,9.67,218,24,16.1244
33,0.14536,89,134,"2026-04-18_HQLNR",3.80865326020719,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,43.585540701,-79.753438402,4.81109,9.57,221,24,15.7536
34,0.1497,89,135,"2026-04-18_HQLNR",3.84113082891603,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.2,43.585555201,-79.753389703,5.27192,9.54,222,24,15.6204
35,0.15398,89,136,"2026-04-18_HQLNR",3.89135341271694,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.4,43.585572216,-79.753350727,5.31277,9.5,223,24,15.4188
36,0.15827,88,135,"2026-04-18_HQLNR",3.89135341271694,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.4,43.585589148,-79.753307728,4.88724,9.66,226,23,15.4188
37,0.16253,89,136,"2026-04-18_HQLNR",3.91696043869957,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.4,43.585607169,-79.753265483,4.88724,9.47,224,23,15.318
38,0.16682,90,137,"2026-04-18_HQLNR",3.87506781368674,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.4,43.585625442,-79.753218712,4.4653,9.32,221,23,15.4836
39,0.17112,89,136,"2026-04-18_HQLNR",3.87506781368674,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.4,43.58564539,-79.753180407,3.60877,9.5,223,23,15.4836
40,0.17548,89,136,"2026-04-18_HQLNR",3.83318000613309,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.4,43.585673554,-79.753137156,3.17587,9.53,222,23,15.6528
41,0.17985,89,138,"2026-04-18_HQLNR",3.80865326020719,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.6,43.585697777,-79.753105473,3.19397,9.57,221,23,15.7536
42,0.18422,88,143,"2026-04-18_HQLNR",3.81650255705671,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.8,43.585725605,-79.753058869,2.75878,9.76,223,23,15.7212
43,0.18855,88,146,"2026-04-18_HQLNR",3.84113082891603,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.2,43.585749578,-79.753030622,2.76724,9.73,224,23,15.6204
44,0.19286,88,147,"2026-04-18_HQLNR",3.86607902265522,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.2,43.585781764,-79.752986785,2.30641,9.69,225,23,15.5196
45,0.19715,88,147,"2026-04-18_HQLNR",3.89135341271694,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.2,43.585807664,-79.752957951,1.83912,9.66,226,23,15.4188
46,0.20144,89,147,"2026-04-18_HQLNR",3.88319353836595,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.4,43.585837755,-79.752913359,2.30532,9.5,223,23,15.4512
47,0.20573,89,147,"2026-04-18_HQLNR",3.88319353836595,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.4,43.585861224,-79.752886789,2.30532,9.5,223,23,15.4512
48,0.21,89,150,"2026-04-18_HQLNR",3.90869293308318,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.6,43.585891399,-79.752843035,2.7737,9.47,224,23,15.3504
49,0.21428,89,151,"2026-04-18_HQLNR",3.89135341271694,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.8,43.585916042,-79.75281571,3.24099,9.5,223,23,15.4188
50,0.21858,89,152,"2026-04-18_HQLNR",3.87506781368674,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,43.585952839,-79.752778243,3.70611,9.5,223,23,15.4836
51,0.22288,90,153,"2026-04-18_HQLNR",3.88319353836595,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.2,43.585982427,-79.752760222,3.71356,9.32,221,23,15.4512
52,0.22719,90,153,"2026-04-18_HQLNR",3.85802469135802,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.4,43.586024253,-79.752734825,3.71993,9.35,220,23,15.552
53,0.23156,90,151,"2026-04-18_HQLNR",3.81650255705671,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.6,43.586054092,-79.752718983,3.25381,9.38,219,23,15.7212
54,0.23595,90,151,"2026-04-18_HQLNR",3.79218809252939,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.8,43.586096337,-79.752699202,3.70939,9.42,218,23,15.822
55,0.24032,90,151,"2026-04-18_HQLNR",3.81650255705671,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.8,43.586127601,-79.752690485,3.70939,9.38,219,23,15.7212
56,0.24463,90,151,"2026-04-18_HQLNR",3.86607902265522,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.6,43.586169008,-79.752677409,2.77915,9.32,221,23,15.5196
57,0.24889,90,151,"2026-04-18_HQLNR",3.91696043869957,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.6,43.586196501,-79.752675732,2.77915,9.28,222,23,15.318
58,0.25311,89,151,"2026-04-18_HQLNR",3.94290671082722,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.6,43.586236734,-79.752670117,2.31077,9.43,225,23,15.2172
59,0.25731,89,151,"2026-04-18_HQLNR",3.96919901563864,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.6,43.586267495,-79.752671793,1.84348,9.4,226,23,15.1164
60,0.26151,89,152,"2026-04-18_HQLNR",3.96919901563864,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.6,43.586306806,-79.752669781,1.37836,9.4,226,23,15.1164
61,0.26578,89,151,"2026-04-18_HQLNR",3.90046025431001,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.8,43.5863374,-79.752676319,1.38163,9.47,224,23,15.3828
62,0.27012,89,152,"2026-04-18_HQLNR",3.84113082891603,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.8,43.586380232,-79.752684198,0.917594,9.54,222,23,15.6204
63,0.27449,89,155,"2026-04-18_HQLNR",3.81650255705671,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,43.586413592,-79.752693167,0.917594,9.57,221,23,15.7212
64,0.2789,89,156,"2026-04-18_HQLNR",3.78443838934302,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,43.586455669,-79.752704231,0.462013,9.6,220,23,15.8544
65,0.28329,89,156,"2026-04-18_HQLNR",3.79218809252939,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.2,43.586486598,-79.752718061,0.917594,9.6,220,23,15.822
66,0.28767,89,155,"2026-04-18_HQLNR",3.80865326020719,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.2,43.586527083,-79.75272946,1.38163,9.57,221,23,15.7536
67,0.29201,90,155,"2026-04-18_HQLNR",3.83318000613309,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.2,43.586561365,-79.75274153,1.38163,9.35,220,23,15.6528
68,0.2963,90,155,"2026-04-18_HQLNR",3.89135341271694,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.2,43.586602939,-79.752752259,1.38163,9.32,221,23,15.4188
69,0.30058,89,155,"2026-04-18_HQLNR",3.89135341271694,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.2,43.586638646,-79.752768436,1.38163,9.5,223,23,15.4188
70,0.30488,89,155,"2026-04-18_HQLNR",3.87506781368674,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.2,43.586677706,-79.752785955,1.38163,9.5,223,23,15.4836
71,0.30916,89,155,"2026-04-18_HQLNR",3.89135341271694,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.2,43.586713161,-79.752803976,0.913247,9.5,223,23,15.4188
72,0.31344,89,154,"2026-04-18_HQLNR",3.89135341271694,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.4,43.586749371,-79.752823673,1.38054,9.5,223,23,15.4188
73,0.31774,89,153,"2026-04-18_HQLNR",3.88319353836595,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.6,43.586779713,-79.752844293,1.38799,9.5,223,23,15.4512
74,0.322,89,151,"2026-04-18_HQLNR",3.90869293308318,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.8,43.586817348,-79.752863571,1.85747,9.47,224,23,15.3504
75,0.32626,89,148,"2026-04-18_HQLNR",3.91696043869957,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.8,43.586853893,-79.752880167,1.40189,9.47,224,23,15.318
76,0.3305,89,147,"2026-04-18_HQLNR",3.92618767177071,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,43.586892618,-79.752886286,1.87359,9.47,224,23,15.282
77,0.33472,89,146,"2026-04-18_HQLNR",3.95225673859774,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.2,43.58693327,-79.752882598,2.34752,9.43,225,23,15.1812
78,0.33895,89,146,"2026-04-18_HQLNR",3.94290671082722,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.4,43.586970318,-79.752875306,2.82033,9.43,225,23,15.2172
79,0.34317,89,146,"2026-04-18_HQLNR",3.94290671082722,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.4,43.587006863,-79.752847059,2.82033,9.43,225,23,15.2172
80,0.34742,89,147,"2026-04-18_HQLNR",3.92618767177071,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.6,43.587041648,-79.752812693,3.29092,9.47,224,23,15.282
81,0.35169,89,147,"2026-04-18_HQLNR",3.90869293308318,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.8,43.58707132,-79.752756366,3.75931,9.47,224,23,15.3504
82,0.35598,88,146,"2026-04-18_HQLNR",3.87506781368674,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,43.58709328,-79.752717055,3.75822,9.69,225,23,15.4836
83,0.36028,88,147,"2026-04-18_HQLNR",3.87506781368674,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.4,43.587116582,-79.752653688,4.22333,9.69,225,23,15.4836
84,0.36457,88,147,"2026-04-18_HQLNR",3.89135341271694,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.6,43.587137705,-79.75260918,4.22005,9.66,226,23,15.4188
85,0.3688,88,148,"2026-04-18_HQLNR",3.93452943028014,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.8,43.587148936,-79.752550423,4.69286,9.66,226,23,15.2496
86,0.373,88,148,"2026-04-18_HQLNR",3.96919901563864,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,43.587160168,-79.752508849,4.69736,9.58,228,22,15.1164
87,0.37714,88,147,"2026-04-18_HQLNR",4.03258327284458,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,43.587170478,-79.752449505,4.22342,9.51,230,22,14.8788
88,0.38122,88,147,"2026-04-18_HQLNR",4.07797080172906,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.2,43.587179027,-79.752410278,4.24081,9.47,231,22,14.7132
89,0.38526,88,148,"2026-04-18_HQLNR",4.12541254125412,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.4,43.58718699,-79.752362501,4.73586,9.43,232,22,14.544
90,0.38928,88,148,"2026-04-18_HQLNR",4.15420405450316,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.4,43.587197048,-79.752324447,4.26527,9.4,233,22,14.4432
91,0.39326,88,149,"2026-04-18_HQLNR",4.18340026773762,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.6,43.587208783,-79.752279017,4.2994,9.36,234,22,14.3424
92,0.39721,88,150,"2026-04-18_HQLNR",4.22261633307998,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.8,43.587221775,-79.75223585,4.33952,9.32,235,22,14.2092
93,0.40113,88,151,"2026-04-18_HQLNR",4.25278557455133,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.2,43.587239545,-79.752190253,4.4297,9.32,235,22,14.1084
94,0.40507,88,153,"2026-04-18_HQLNR",4.22261633307998,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.4,43.587257566,-79.752142895,4.47111,9.32,235,22,14.2092
95,0.40905,88,153,"2026-04-18_HQLNR",4.19287211740042,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.6,43.587277766,-79.752097046,4.50081,9.36,234,22,14.31
96,0.41306,88,152,"2026-04-18_HQLNR",4.15420405450316,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.8,43.587296374,-79.752048934,4.52338,9.4,233,22,14.4432
97,0.41714,88,152,"2026-04-18_HQLNR",4.08697073728952,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.8,43.587314479,-79.7519999,4.52338,9.47,231,22,14.6808
98,0.42131,89,151,"2026-04-18_HQLNR",3.99584432190522,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.6,43.587327638,-79.751944076,3.55356,9.39,226,22,15.0156
99,0.42549,89,152,"2026-04-18_HQLNR",3.98724082934609,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.6,43.587334595,-79.751893617,3.05851,9.39,226,22,15.048
100,0.42968,89,153,"2026-04-18_HQLNR",3.97867430572133,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.4,43.587329063,-79.751834273,2.58119,9.39,226,22,15.0804
101,0.43391,89,154,"2026-04-18_HQLNR",3.94290671082722,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.4,43.587328141,-79.751787335,2.07867,9.43,225,22,15.2172
102,0.43813,89,154,"2026-04-18_HQLNR",3.94290671082722,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.6,43.587307354,-79.751729248,2.04628,9.43,225,22,15.2172
103,0.44236,89,154,"2026-04-18_HQLNR",3.94290671082722,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.6,43.587293608,-79.751683148,1.02587,9.43,225,22,15.2172
104,0.44662,89,154,"2026-04-18_HQLNR",3.90869293308318,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.8,43.587268965,-79.751628078,0.98774,9.47,224,22,15.3504
105,0.45088,89,154,"2026-04-18_HQLNR",3.91696043869957,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,43.587254297,-79.751588432,0.954711,9.47,224,22,15.318
106,0.45508,89,156,"2026-04-18_HQLNR",3.96070975918885,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,43.587237617,-79.751534285,0.455958,9.43,225,22,15.1488
107,0.45925,87,157,"2026-04-18_HQLNR",4.00544740847553,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,43.58722957,-79.75149137,0.455958,9.74,231,22,14.9796
108,0.46338,87,157,"2026-04-18_HQLNR",4.03258327284458,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,43.587226134,-79.751431858,0.935574,9.71,232,22,14.8788
109,0.46751,87,157,"2026-04-18_HQLNR",4.04138376980278,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.2,43.587231917,-79.751384752,1.41984,9.7,232,22,14.8464
110,0.47164,88,156,"2026-04-18_HQLNR",4.03258327284458,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.2,43.587239545,-79.751333455,1.89716,9.51,230,22,14.8788
111,0.47585,88,155,"2026-04-18_HQLNR",3.96070975918885,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.4,43.587247507,-79.751289366,2.37222,9.58,228,22,15.1488
112,0.48009,89,155,"2026-04-18_HQLNR",3.92618767177071,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.6,43.587256979,-79.751239158,2.36999,9.47,224,22,15.282
113,0.48433,88,155,"2026-04-18_HQLNR",3.93452943028014,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.6,43.587263265,-79.751189286,2.36999,9.62,227,22,15.2496
114,0.48859,89,155,"2026-04-18_HQLNR",3.91696043869957,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.6,43.587274749,-79.751136145,1.9005,9.47,224,22,15.318
115,0.49284,89,156,"2026-04-18_HQLNR",3.91696043869957,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.6,43.587280448,-79.751095157,1.43102,9.47,224,22,15.318
116,0.49707,90,156,"2026-04-18_HQLNR",3.93452943028014,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.6,43.587293189,-79.751049559,1.43102,9.25,223,22,15.2496
117,0.50127,90,157,"2026-04-18_HQLNR",3.96919901563864,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.6,43.587306935,-79.751006141,1.43102,9.21,224,22,15.1164
118,0.50544,90,157,"2026-04-18_HQLNR",3.99584432190522,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.8,43.587320849,-79.750964902,1.91064,9.21,224,22,15.0156
119,0.50956,89,156,"2026-04-18_HQLNR",4.05022276225192,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.8,43.587340547,-79.750920562,1.42637,9.32,228,22,14.814
120,0.5136,89,155,"2026-04-18_HQLNR",4.12541254125412,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,43.587361418,-79.750887537,1.92142,9.25,230,22,14.544
121,0.51759,89,155,"2026-04-18_HQLNR",4.18340026773762,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,43.587383965,-79.75085292,1.44636,9.21,231,22,14.3424
122,0.52158,89,155,"2026-04-18_HQLNR",4.16354400866017,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.2,43.587409278,-79.750828612,1.47592,9.21,231,22,14.4108
123,0.52559,89,152,"2026-04-18_HQLNR",4.16354400866017,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,43.58744071,-79.75080179,0.977166,9.21,231,22,14.4108
124,0.52963,89,151,"2026-04-18_HQLNR",4.12541254125412,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,43.58746946,-79.750786619,0.977166,9.25,230,22,14.544
125,0.53371,89,152,"2026-04-18_HQLNR",4.08697073728952,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,43.58750282,-79.750766503,0.977166,9.25,230,22,14.6808
126,0.53781,89,152,"2026-04-18_HQLNR",4.05910050332846,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,43.587528636,-79.750755271,0.977166,9.32,228,22,14.7816
