category,names,tot_points,n_races,final_rank
m50-54,ALASDAIR PATERSON,215.0,3,4
m50-54,TOM PARKER,195.0,3,5
m50-54,KEVIN PEDERSEN,175.0,2,6
m50-54,CHRIS REID,160.0,2,7
m50-54,JEFF MEDD,145.0,2,8
m50-54,SIMON FRANCIS,120.0,2,9
m50-54,DERRICK ABRAHAM,110.0,2,10
m50-54,ANDREW HOLMES,100.0,1,11
m50-54,DAVID LEVY,100.0,1,11
m50-54,GORDON NGAN,100.0,1,11
m50-54,MATTHEW SCOTT,100.0,1,11
m50-54,MICHAEL BROWN,100.0,1,11
m50-54,STEPHEN CANN,100.0,1,11
m50-54,GREG ANDERSON,90.0,1,12
m50-54,NICK ASQUINI,90.0,1,12
m50-54,NICK KOLODZIE,90.0,1,12
m50-54,SHAWN MCLEISH,90.0,1,12
m50-54,SIMON WITHERS,90.0,1,12
m50-54,ANDREW AULT,85.0,1,13
m50-54,LUIS GARCIA,85.0,1,13
m50-54,MICHAEL DAVIDSON,85.0,1,13
m50-54,DAMIEN GALLAGHER,80.0,1,14
m50-54,DAVE ROWE,80.0,1,14
m50-54,DEAN IVES,80.0,1,14
m50-54,JON ADAMS,80.0,1,14
m50-54,TREVOR HOOD,80.0,1,14
m50-54,BRIAN NORCLIFFE,75.0,1,15
m50-54,CARL OLIVER,75.0,1,15
m50-54,DANIEL AMBROSINI,75.0,1,15
m50-54,PAUL COLANGELO,75.0,1,15
m50-54,THOMAS VANDEPEER,75.0,1,15
m50-54,GARTH HANSON,70.0,2,16
m50-54,JAY MOXNESS,70.0,1,16
m50-54,KURT SCHMIDT,70.0,1,16
m50-54,STEPHEN MACDONALD,70.0,1,16
m50-54,STEVE MARTIN,70.0,1,16
m50-54,DARRELL GREENE,65.0,1,17
m50-54,JOSHUA CAUZ,65.0,1,17
m50-54,LAURENS VAN DER MARK,65.0,3,17
m50-54,MATHIEU HERCYK,65.0,1,17
m50-54,SCOTT FARMER,65.0,1,17
m50-54,TREVOR SHEPHERD,65.0,1,17
m50-54,ADAM ROSSBOROUGH,60.0,1,18
m50-54,ERIC VANDERHORDEN,60.0,1,18
m50-54,LUIS VARELA,60.0,1,18
m50-54,LUKE FELHABER,60.0,1,18
m50-54,RAFAEL MINASSIAN,60.0,2,18
m50-54,JAMES JANTZI,55.0,1,19
m50-54,JAMES SPELAY,55.0,1,19
m50-54,JASON WAKELY,55.0,1,19
m50-54,JAY BURDON,55.0,2,19
m50-54,MARIO FIORUCCI,55.0,1,19
m50-54,MICHAEL VAN DEN BOS,55.0,1,19
m50-54,STEVE SOPINKA,55.0,1,19
m50-54,WILL AMOS,55.0,1,19
m50-54,CHANDRA WIJAYA,50.0,1,20
m50-54,FERNANDO JURADO,50.0,1,20
m50-54,GERARD VAN HEUVEN,50.0,3,20
m50-54,GREGORY CARLI,50.0,3,20
m50-54,RUBEN FRAGOSO,50.0,1,20
m50-54,BONAR BULGER,0.0,1,21
m50-54,CHRIS DANNER,0.0,1,21
m50-54,CHUCK BALAZS,0.0,1,21
m50-54,DANIEL SAWYER,0.0,1,21
m50-54,DAVE CORMIER,0.0,1,21
m50-54,DAVID TINMOUTH,0.0,1,21
m50-54,DOUGLAS DIAS,0.0,1,21
m50-54,ERIC SQUAIR,0.0,1,21
m50-54,GORDON FARMER,0.0,1,21
m50-54,JAMIE FORDE,0.0,1,21
m50-54,JEFFERY WYLLIE,0.0,1,21
m50-54,JIM BOTTRELL,0.0,1,21
m50-54,JOE SALVAGIO,0.0,1,21
m50-54,JOHN VANDEMAELE,0.0,1,21
m50-54,JULIAN POWELL,0.0,1,21
m50-54,KEN ILIADIS,0.0,1,21
m50-54,KEVIN HEDGE,0.0,1,21
m50-54,KING NUNG CHANG,0.0,1,21
m50-54,M C,0.0,1,21
m50-54,MARK REBELLATO,0.0,1,21
m50-54,MARK TROTTER,0.0,1,21
m50-54,MARTIN JAIMES,0.0,1,21
m50-54,MATT COHEN,0.0,1,21
m50-54,MICHAEL GALITA,0.0,1,21
m50-54,MICHAEL HETHERINGTON,0.0,1,21
m50-54,MIKE BAVARO,0.0,1,21
m50-54,MIKE WALKER,0.0,1,21
m50-54,PATRICK MORIN,0.0,1,21
m50-54,PAUL STEEDMAN,0.0,1,21
m50-54,PETER ZOSIMADIS,0.0,1,21
m50-54,RICHARD WITT,0.0,1,21
m50-54,ROBERT AMADO,0.0,1,21
m50-54,SHANE PRICE,0.0,1,21
m50-54,SHAWN SHIPLEY,0.0,1,21
m50-54,STEFAN SIMONYI,0.0,1,21
m50-54,STEPHEN LASALLE,0.0,1,21
m50-54,SVEN GREVE,0.0,1,21
m50-54,TED SPENCER,0.0,1,21
m50-54,THOMAS MULLER,0.0,1,21
m50-54,TIM QUINLAN,0.0,1,21
m50-54,TIMOTHY HANLON,0.0,1,21
m50-54,TOM LEBLOND,0.0,1,21
m50-54,TREVOR ARNOLD,0.0,1,21
m50-54,TYLER WADDELL,0.0,1,21
m50-54,YASU FUJITA,0.0,1,21
m55-59,DEREK VAMMUS,290.0,3,1
m55-59,SCOTT ANDERSON,280.0,3,2
m55-59,OSCAR SANCHEZ,205.0,3,3
m55-59,IAN BASKERVILLE,200.0,2,4
m55-59,FRANCOIS COLLAT,195.0,3,5
m55-59,GREG PHILLIPS,190.0,2,6
m55-59,WESLEY FOLEY,180.0,3,7
m55-59,MICHAEL MAZZA,165.0,2,8
m55-59,DAVID RAMER,155.0,2,9
m55-59,NIR ORBACH,155.0,2,10
m55-59,PAUL VISSER,135.0,2,11
m55-59,THOMAS HAGERMAN,135.0,2,12
m55-59,EDWARD LANGILL,120.0,2,13
m55-59,JIM MCMAHON,100.0,1,14
m55-59,LACHLAN MACLEAN,100.0,1,14
m55-59,ANDREW FITZGERALD,90.0,1,15
m55-59,CARY LAVINE,90.0,1,15
m55-59,SANDY WILLIAMS,90.0,1,15
m55-59,BRAD FISHER,85.0,1,16
m55-59,FRANK KUZNIK,85.0,1,16
m55-59,RAPHAEL DELLI QUADRI,85.0,1,16
m55-59,ROB FAIRFIELD,85.0,1,16
m55-59,SCOTT BRANTON,85.0,1,16
m55-59,GREG FAICZAK,80.0,1,17
m55-59,JEREMY WARSON,80.0,1,17
m55-59,RAMI JACQUES MOURAD,80.0,1,17
m55-59,SCOTT MACLENNAN,80.0,1,17
m55-59,WAYNE ROBINSON,80.0,1,17
m55-59,ZOLTAN NEMCSEK,80.0,1,17
m55-59,FRANTZ FERRER,75.0,1,18
m55-59,JACOB MORGAN,75.0,1,18
m55-59,JAMIE ARTHUR,75.0,1,18
m55-59,JEFFREY ALLEN,75.0,1,18
m55-59,PAUL CADIEUX,75.0,2,18
m55-59,PAUL MASSON,75.0,1,18
m55-59,ALBERT WIMMERS,70.0,1,19
m55-59,DAN MCLENNAN,70.0,1,19
m55-59,JACK NINABER,70.0,1,19
m55-59,KEN FAICZAK,70.0,1,19
m55-59,STEPHEN MARSLAND,70.0,1,19
m55-59,TIM ANDREWS,70.0,1,19
m55-59,GREGORY DAY,65.0,1,20
m55-59,ROB BEECROFT,65.0,2,20
m55-59,SEAN HUYCKE,65.0,1,20
m55-59,BRIAN AZIZ,60.0,1,21
m55-59,DANIEL BARCLAY,60.0,1,21
m55-59,DAVID CRANMER,60.0,1,21
m55-59,PAUL LOBE,60.0,1,21
m55-59,STEVE GILL,60.0,2,21
m55-59,TOM KEYSERLINGK,60.0,1,21
m55-59,CHRIS BOSWELL,55.0,1,22
m55-59,DON SOUSA,55.0,1,22
m55-59,JOHN LYNCH,55.0,1,22
m55-59,MICHAEL STAHR,55.0,1,22
m55-59,NICK CHAN,55.0,2,22
m55-59,PETER MCKEOWN,55.0,1,22
m55-59,CHRIS POTJE,50.0,1,23
m55-59,PAUL GIDDENS,50.0,1,23
m55-59,ADRIAN SCHILLER,0.0,1,24
m55-59,AL POSTMA,0.0,1,24
m55-59,CLARKE FISHER,0.0,1,24
m55-59,DAVE HINTON,0.0,1,24
m55-59,DONOVAN O'HALLORAN,0.0,1,24
m55-59,GERHARD RITZEMA,0.0,1,24
m55-59,KEVIN HOERIG,0.0,1,24
m55-59,MICHAEL MCKIBBON,0.0,2,24
m55-59,PAUL THOMPSON,0.0,1,24
m55-59,PETE HENDRIKSEN,0.0,1,24
m55-59,RICHARD GUIMOND,0.0,1,24
m55-59,SCOTT MULLIGAN,0.0,1,24
m55-59,WARREN FICK,0.0,1,24
m60-64,PAUL WESTON,285.0,3,1
m60-64,MALCOLM WARNER,265.0,3,2
m60-64,KEVIN BRADY,235.0,3,3
m60-64,GEORGE BUSH,215.0,3,4
m60-64,ILIAS KONSTANTOPOULOS,200.0,2,5
m60-64,MICHAEL LYON,180.0,3,6
m60-64,ANDREW NEVILLS,175.0,2,7
m60-64,TODD LATHAM,170.0,2,8
m60-64,DOMENIC LONUZZO,145.0,2,9
m60-64,STEVE BATOR,115.0,2,10
m60-64,BRAD ARNDT,100.0,1,11
m60-64,JONATHAN BOOCOCK,100.0,1,11
m60-64,PETER PUTKA,100.0,1,11
m60-64,JAMES CLAYTON,90.0,1,12
m60-64,JOHN WILLETT,90.0,1,12
m60-64,NORM RIEKENBRAUCK,90.0,1,12
m60-64,ROBERT LANDRIAULT,90.0,1,12
m60-64,THOMAS HUNTER,90.0,1,12
m60-64,ALEXEI SKARINE,85.0,1,13
m60-64,DAVID BIALKOWSKI,85.0,1,13
m60-64,DAVID VISENTIN,85.0,1,13
m60-64,GAVIN VAMMUS,85.0,1,13
m60-64,JOHN LAUFER,85.0,1,13
m60-64,JOHN TREBYCH,80.0,3,14
m60-64,MARC DUPONT,80.0,1,14
m60-64,MIKE SNOW,80.0,1,14
m60-64,SCOTT LOCKHART,80.0,1,14
m60-64,DERRICK FLANNIGAN,75.0,1,15
m60-64,IAN PRESS,75.0,1,15
m60-64,JONATHAN PLANT,75.0,1,15
m60-64,STEVE MEHLTRETTER,75.0,1,15
m60-64,STEVEN GRAHAM,75.0,2,15
m60-64,WILLIAM BENNETT,75.0,1,15
m60-64,ANDREW HALL,70.0,1,16
m60-64,JAMES SWINNERTON,70.0,1,16
m60-64,CRAIG SMITH,65.0,2,17
m60-64,DAVID KLOPPENBURG,65.0,1,17
m60-64,DOV ZEVY,65.0,1,17
m60-64,JACQUES PILON,65.0,1,17
m60-64,TIMOTHY URECH,65.0,1,17
m60-64,ALDO MUNOZ,60.0,1,18
m60-64,ALEXEI MARTCHENKO,60.0,1,18
m60-64,BRAD WOLF,60.0,1,18
m60-64,DAVID REID,60.0,1,18
m60-64,PAUL GRENNELL,60.0,1,18
m60-64,GABRIEL BARRETO,55.0,2,19
m60-64,GUY BLONDIN,55.0,1,19
m60-64,JIM TWISS,55.0,1,19
m60-64,PAUL HARTE,55.0,1,19
m60-64,STEVEN BROOKS,55.0,1,19
m60-64,TIM SHWED,55.0,2,19
m60-64,BRIAN BOYD,50.0,1,20
m60-64,CHRIS KIPOUROS,50.0,1,20
m60-64,FRANKLIN LEWIS,50.0,1,20
m60-64,HENDRIK SCHUURMANS,50.0,1,20
m60-64,ANTHONY PLUT,0.0,1,21
m60-64,GERALD KLEIN,0.0,1,21
m60-64,GRAEME KERR,0.0,1,21
m60-64,JIM DONOGHUE,0.0,1,21
m60-64,LEROY AHYEE,0.0,1,21
m60-64,MARK BREADNER,0.0,1,21
m60-64,MIKE PEARSON,0.0,1,21
m60-64,PETER WONG,0.0,1,21
m60-64,RAMIRO MONTEMAYOR,0.0,1,21
m60-64,RICHARD GOUDIE,0.0,1,21
m60-64,ROB FENWICK,0.0,1,21
m60-64,ROBERT CATANI,0.0,1,21
m60-64,SEAN CAFFREY,0.0,1,21
m60-64,TIM DRAPER,0.0,1,21
m60-64,TODD KNOWLES,0.0,1,21
m60-64,WAYNE DOSWELL,0.0,1,21
m65-69,DAVID RUSAK,195.0,3,1
m65-69,PETER AMIRAULT,180.0,2,2
m65-69,JEFF ROBERTS,170.0,2,3
m65-69,STEPHEN SHAFFER,170.0,2,4
m65-69,MARK FAUST,170.0,2,5
m65-69,JAMIE COOTE,165.0,2,6
m65-69,JEFF MORRIS,165.0,2,6
m65-69,COLIN STEVENSON,160.0,2,7
m65-69,DAVID CLARRY,135.0,2,8
m65-69,PHILIP WOOD,130.0,2,9
m65-69,ERIC HARRISON,125.0,2,10
m65-69,CLIVE MORGAN,100.0,1,11
m65-69,DAVID UGLOW,100.0,1,11
m65-69,JIM WHITESTONE,100.0,1,11
m65-69,PAUL MONCZKA,100.0,1,11
m65-69,PETER BUEHLOW,100.0,1,11
m65-69,SCOTT NORTHMORE,100.0,1,11
m65-69,SCOTT SLAVEN,100.0,1,11
m65-69,ANDREW MCDONALD,90.0,1,12
m65-69,DANIEL GERARD,90.0,1,12
m65-69,DON MACINTOSH,90.0,1,12
m65-69,RON MAHLER,90.0,1,12
m65-69,STEVE WERNHAM,90.0,1,12
m65-69,CICERO FILHO,85.0,1,13
m65-69,ED MCCOLM,85.0,1,13
m65-69,WALTER YOUNG,85.0,1,13
m65-69,YOGI GOLLE,85.0,1,13
m65-69,JOHN O GAY,80.0,1,14
m65-69,MICHAEL LEESE,80.0,1,14
m65-69,NING ZHANG,80.0,1,14
m65-69,DAVID ROBINSON,75.0,1,15
m65-69,MATTHEW COHEN,75.0,1,15
m65-69,MICHAEL SHERMAN,75.0,1,15
m65-69,ROD MACPHERSON,75.0,1,15
m65-69,WILLIAM COOPER,75.0,1,15
m65-69,STEVE HALLIGAN,70.0,1,16
m65-69,MARC HAMEL,65.0,1,17
m65-69,TOM MCGILL,65.0,1,17
m65-69,ROBERT CAMERON,60.0,1,18
m65-69,ARMANDO MURGA,0.0,1,19
m65-69,JEFF CHOMYN,0.0,1,19
m65-69,JIM CORCORAN,0.0,1,19
m70-74,JULIAN KENNEY,255.0,3,1
m70-74,BOB PRICE,235.0,3,2
m70-74,JOHN GIFFEN,200.0,2,3
m70-74,DAVE MCINROY,190.0,3,4
m70-74,BRIAN FARNELL,100.0,1,5
m70-74,THOMAS HALL,100.0,1,5
m70-74,DAVID MARSH,90.0,1,6
m70-74,JAMIE COLLIVER,90.0,1,6
m70-74,RALPH FERGUSON,90.0,1,6
m70-74,CHRISTIAN PIERSANTI,85.0,1,7
m70-74,RAY HAYWOOD,85.0,1,7
m70-74,DIETER STALDER,80.0,1,8
m70-74,PETER VERBURG,80.0,1,8
m70-74,ROMAN KOMOROWSKY,80.0,1,8
m70-74,KEN ASHCROFT,75.0,1,9
m70-74,LYLE POLLOCK,75.0,1,9
m70-74,DONALD PLEWES,65.0,1,10
m70-74,PAUL RABINOVITCH,65.0,1,10
m70-74,BILL FALLIS,60.0,1,11
m70-79,JULIAN KENNEY,100.0,1,1
m70-79,RONALD J BOUCHER,100.0,1,1
m70-79,ROMAN KOMOROWSKY,90.0,1,2
m70-79,RICHARD NELSON,0.0,1,3
m75-79,DAVID MYERS,100.0,1,1
m75-79,DEAN ELLIOTT,100.0,1,1
m75-79,DOUG BETTS,100.0,1,1
m75-79,RONALD J BOUCHER,100.0,1,1
m75-79,BRIAN MORRIS,90.0,1,2
m80+,MORRY APPELLE,100.0,1,1
m80-84,GLEN NORCLIFFE,100.0,1,1
non binary,ALEX WALTON,100.0,1,1
non binary,JASON BURGERS,90.0,1,2
non binary,DARCY BANDEEN,85.0,1,3
non binary,BROOKE MCCALLUM,80.0,1,4
non binary,JACQUELINE AMANDA MILROY,0.0,1,5
